Frame,Timestamp,Value
0,0.033333499999999995,Frame
1,0.066667400000000002,Frame
2,0.1391385,Frame
3,0.17247189999999998,Frame
4,0.2058054,Frame
5,0.23913889999999999,Frame
5,0.23913889999999999,EndFlash
6,0.2724723,Frame
7,0.30580570000000001,Frame
8,0.33913909999999997,Frame
9,0.37247249999999998,Frame
10,0.4058059,Frame
11,0.43913929999999995,Frame
12,0.47247269999999997,Frame
13,0.50580609999999993,Frame
14,0.53913949999999999,Frame
15,0.57247289999999995,Frame
16,0.60580630000000002,Frame
17,0.63913969999999998,Frame
18,0.67247319999999999,Frame
19,0.70580659999999995,Frame
20,0.73914009999999997,Frame
20,0.73914009999999997,StartFlash - stimuli\images\28083.tiff
21,0.77247349999999992,Frame
22,0.80580699999999994,Frame
23,0.83914040000000001,Frame
24,0.87247379999999997,Frame
25,0.90580719999999992,Frame
26,0.93914059999999999,Frame
27,0.97247410000000001,Frame
27,0.97247410000000001,EndFlash
28,1.0058075,Frame
29,1.0391409,Frame
30,1.0724788999999999,Frame
31,1.1058123,Frame
32,1.1391457,Frame
33,1.1724790999999999,Frame
34,1.2058125,Frame
35,1.2391459,Frame
36,1.2724792999999999,Frame
37,1.3058126999999999,Frame
38,1.3391461,Frame
39,1.3724794999999999,Frame
40,1.4058128999999999,Frame
41,1.4391463,Frame
42,1.4724796999999998,Frame
42,1.4724796999999998,StartFlash - stimuli\images\28083.tiff
43,1.5058130999999999,Frame
44,1.5391465,Frame
45,1.5724798999999998,Frame
46,1.6058132999999999,Frame
47,1.6391467,Frame
48,1.6724801,Frame
49,1.7058134999999999,Frame
50,1.7391468999999999,Frame
50,1.7391468999999999,EndFlash
51,1.7724803999999998,Frame
52,1.8058139,Frame
53,1.8391472999999998,Frame
54,1.8724806999999999,Frame
55,1.9058141,Frame
56,1.9391474999999998,Frame
57,1.9724808999999999,Frame
58,2.0058142999999999,Frame
59,2.0391477,Frame
60,2.0724811000000001,Frame
61,2.1058146,Frame
62,2.139148,Frame
63,2.1724814000000001,Frame
64,2.2058149,Frame
65,2.2391483000000001,Frame
65,2.2391483000000001,StartFlash - stimuli\images\28083.tiff
66,2.2724818,Frame
67,2.3058152000000001,Frame
68,2.3391487,Frame
69,2.3724821,Frame
70,2.4058155000000001,Frame
71,2.439149,Frame
72,2.4724824000000001,Frame
73,2.5058157999999997,Frame
73,2.5058157999999997,EndFlash
74,2.5391493000000001,Frame
75,2.5724828,Frame
76,2.6058162,Frame
77,2.6391496000000001,Frame
78,2.6724831,Frame
79,2.7058165000000001,Frame
80,2.73915,Frame
81,2.7724834999999999,Frame
82,2.8058168999999999,Frame
83,2.8391503999999999,Frame
84,2.8724838999999998,Frame
85,2.9058172999999998,Frame
86,2.9391509999999998,Frame
87,2.9724843999999999,Frame
88,3.0058178,Frame
88,3.0058178,StartFlash - stimuli\images\28083.tiff
89,3.0391512999999999,Frame
90,3.0724849000000001,Frame
91,3.1058184999999998,Frame
92,3.1391518999999999,Frame
93,3.1724856999999997,Frame
94,3.2058192999999999,Frame
95,3.2391527999999998,Frame
95,3.2391527999999998,EndFlash
96,3.2724864,Frame
97,3.3058197999999996,Frame
98,3.3391531999999997,Frame
99,3.3724867999999999,Frame
100,3.4058204999999999,Frame
101,3.4391540999999997,Frame
102,3.4724876999999998,Frame
103,3.5058213,Frame
104,3.5391546999999997,Frame
105,3.5724880999999997,Frame
106,3.6058215999999996,Frame
107,3.6391551999999998,Frame
108,3.6724886999999997,Frame
109,3.7058220999999998,Frame
110,3.7391557,Frame
110,3.7391557,StartFlash - stimuli\images\28083.tiff
111,3.7724891999999999,Frame
112,3.8058225999999999,Frame
113,3.8391560999999998,Frame
114,3.8724897,Frame
115,3.9058232999999998,Frame
116,3.9391569999999998,Frame
117,3.9724903999999999,Frame
118,4.0058237999999999,Frame
118,4.0058237999999999,EndFlash
119,4.0391572,Frame
120,4.0724907999999997,Frame
121,4.1058243999999995,Frame
122,4.1391580000000001,Frame
123,4.1724914000000002,Frame
124,4.2058251000000002,Frame
125,4.2391586999999999,Frame
126,4.2724921,Frame
127,4.3058255999999995,Frame
128,4.3391592000000001,Frame
129,4.3724926000000002,Frame
130,4.4058260000000002,Frame
131,4.4391596,Frame
132,4.4724930999999994,Frame
133,4.5058267000000001,Frame
133,4.5058267000000001,StartFlash - stimuli\images\28083.tiff
134,4.5391601999999995,Frame
135,4.5724935999999996,Frame
136,4.6058269999999997,Frame
137,4.6391606999999997,Frame
138,4.6724940999999998,Frame
139,4.7058276999999995,Frame
140,4.7391613999999995,Frame
141,4.7724950999999995,Frame
141,4.7724950999999995,EndFlash
142,4.8058285999999999,Frame
143,4.8391620999999994,Frame
144,4.8724955999999997,Frame
145,4.9058291999999994,Frame
146,4.9391628000000001,Frame
147,4.9724963999999998,Frame
148,5.0058299999999996,Frame
149,5.0391633999999996,Frame
150,5.0724970999999996,Frame
151,5.1058304999999997,Frame
152,5.1391640000000001,Frame
153,5.1724974000000001,Frame
154,5.2058309999999999,Frame
155,5.2391646999999999,Frame
156,5.2724981,Frame
156,5.2724981,StartFlash - stimuli\images\28083.tiff
157,5.3058315999999994,Frame
158,5.3391652000000001,Frame
159,5.3724986999999995,Frame
160,5.4058321999999999,Frame
161,5.4391655999999999,Frame
162,5.4724991999999997,Frame
163,5.5058327,Frame
163,5.5058327,EndFlash
164,5.5391661000000001,Frame
165,5.5724996999999998,Frame
166,5.6058332999999996,Frame
167,5.6391668999999993,Frame
168,5.6725003999999997,Frame
169,5.7058339,Frame
170,5.7391673000000001,Frame
171,5.7725010000000001,Frame
172,5.8058347000000001,Frame
173,5.8391681999999996,Frame
174,5.8725015999999997,Frame
175,5.9058349999999997,Frame
176,5.9391685000000001,Frame
177,5.9725019999999995,Frame
178,6.0058356999999996,Frame
178,6.0058356999999996,StartFlash - stimuli\images\28083.tiff
179,6.0391692999999993,Frame
180,6.0725026999999994,Frame
181,6.1058363,Frame
182,6.1391697000000001,Frame
183,6.1725034000000001,Frame
184,6.2058368000000002,Frame
185,6.2391703999999999,Frame
186,6.2725039999999996,Frame
186,6.2725039999999996,EndFlash
187,6.3058375,Frame
188,6.3391709000000001,Frame
189,6.3725046000000001,Frame
190,6.4058380000000001,Frame
